frame,dt,speedKmh,throttleRaw,throttleSmoothed,vehicleSpeedFeedbackKmh,engineRpmFeedback,currentGear,targetGear,requestsShift,lastShiftDirection,timeSinceLastShiftS,kickdownActive,throttleDeltaHistory,engineRpm,upshiftSpeed,downshiftSpeed,twinState,clutchPressure
5135,0.016000,203.171,1.0000,1.0000,203.171,4863.4,6,6,0,1,43.9520,1,0.0000,5305.1,265.000,187.000,3,1.0000
5136,0.016000,203.172,1.0000,1.0000,203.172,4863.4,6,6,0,1,43.9680,1,0.0000,5305.1,265.000,187.000,3,1.0000
5137,0.016000,203.173,1.0000,1.0000,203.173,4863.5,6,6,0,1,43.9840,1,0.0000,5305.1,265.000,187.000,3,1.0000
5138,0.016000,203.174,1.0000,1.0000,203.174,4863.5,6,6,0,1,44.0000,1,0.0000,5305.1,265.000,187.000,3,1.0000
5139,0.016000,203.175,1.0000,1.0000,203.175,4863.5,6,6,0,1,44.0160,1,0.0000,5305.2,265.000,187.000,3,1.0000
5140,0.016000,203.176,1.0000,1.0000,203.176,4863.5,6,6,0,1,44.0320,1,0.0000,5305.2,265.000,187.000,3,1.0000
5141,0.016000,203.177,1.0000,1.0000,203.177,4863.5,6,6,0,1,44.0480,1,0.0000,5305.2,265.000,187.000,3,1.0000
5142,0.016000,203.178,1.0000,1.0000,203.178,4863.6,6,6,0,1,44.0640,1,0.0000,5305.2,265.000,187.000,3,1.0000
5143,0.016000,203.178,1.0000,1.0000,203.178,4863.6,6,6,0,1,44.0800,1,0.0000,5305.3,265.000,187.000,3,1.0000
5144,0.016000,203.179,1.0000,1.0000,203.179,4863.6,6,6,0,1,44.0960,1,0.0000,5305.3,265.000,187.000,3,1.0000
5145,0.016000,203.180,1.0000,1.0000,203.180,4863.6,6,6,0,1,44.1120,1,0.0000,5305.3,265.000,187.000,3,1.0000
5146,0.016000,203.181,1.0000,1.0000,203.181,4863.6,6,6,0,1,44.1280,1,0.0000,5305.3,265.000,187.000,3,1.0000
5147,0.016000,203.182,1.0000,1.0000,203.182,4863.6,6,6,0,1,44.1440,1,0.0000,5305.4,265.000,187.000,3,1.0000
5148,0.016000,203.183,1.0000,1.0000,203.183,4863.7,6,6,0,1,44.1600,1,0.0000,5305.4,265.000,187.000,3,1.0000
5149,0.016000,203.184,1.0000,1.0000,203.184,4863.7,6,6,0,1,44.1760,1,0.0000,5305.4,265.000,187.000,3,1.0000
5150,0.016000,203.185,1.0000,1.0000,203.185,4863.7,6,6,0,1,44.1920,1,0.0000,5305.4,265.000,187.000,3,1.0000
5151,0.016000,203.185,1.0000,1.0000,203.185,4863.7,6,6,0,1,44.2080,1,0.0000,5305.4,265.000,187.000,3,1.0000
5152,0.016000,203.186,1.0000,1.0000,203.186,4863.7,6,6,0,1,44.2240,1,0.0000,5305.5,265.000,187.000,3,1.0000
5153,0.016000,203.187,1.0000,1.0000,203.187,4863.7,6,6,0,1,44.2400,1,0.0000,5305.5,265.000,187.000,3,1.0000
5154,0.016000,203.188,1.0000,1.0000,203.188,4863.8,6,6,0,1,44.2560,1,0.0000,5305.5,265.000,187.000,3,1.0000
5155,0.016000,203.189,1.0000,1.0000,203.189,4863.8,6,6,0,1,44.2720,1,0.0000,5305.5,265.000,187.000,3,1.0000
5156,0.016000,203.190,1.0000,1.0000,203.190,4863.8,6,6,0,1,44.2880,1,0.0000,5305.6,265.000,187.000,3,1.0000
5157,0.016000,203.191,1.0000,1.0000,203.191,4863.8,6,6,0,1,44.3040,1,0.0000,5305.6,265.000,187.000,3,1.0000
5158,0.016000,203.192,1.0000,1.0000,203.192,4863.8,6,6,0,1,44.3200,1,0.0000,5305.6,265.000,187.000,3,1.0000
5159,0.016000,203.192,1.0000,1.0000,203.192,4863.8,6,6,0,1,44.3360,1,0.0000,5305.6,265.000,187.000,3,1.0000
5160,0.016000,203.193,1.0000,1.0000,203.193,4863.9,6,6,0,1,44.3520,1,0.0000,5305.7,265.000,187.000,3,1.0000
5161,0.016000,203.194,1.0000,1.0000,203.194,4863.9,6,6,0,1,44.3680,1,0.0000,5305.7,265.000,187.000,3,1.0000
5162,0.016000,203.195,1.0000,1.0000,203.195,4863.9,6,6,0,1,44.3840,1,0.0000,5305.7,265.000,187.000,3,1.0000
5163,0.016000,203.196,1.0000,1.0000,203.196,4863.9,6,6,0,1,44.4000,1,0.0000,5305.7,265.000,187.000,3,1.0000
5164,0.016000,203.197,1.0000,1.0000,203.197,4863.9,6,6,0,1,44.4160,1,0.0000,5305.7,265.000,187.000,3,1.0000
5165,0.016000,203.198,1.0000,1.0000,203.198,4864.0,6,6,0,1,44.4320,1,0.0000,5305.8,265.000,187.000,3,1.0000
5166,0.016000,203.198,1.0000,1.0000,203.198,4864.0,6,6,0,1,44.4480,1,0.0000,5305.8,265.000,187.000,3,1.0000
5167,0.016000,203.199,1.0000,1.0000,203.199,4864.0,6,6,0,1,44.4640,1,0.0000,5305.8,265.000,187.000,3,1.0000
5168,0.016000,203.200,1.0000,1.0000,203.200,4864.0,6,6,0,1,44.4800,1,0.0000,5305.8,265.000,187.000,3,1.0000
5169,0.016000,203.201,1.0000,1.0000,203.201,4864.0,6,6,0,1,44.4960,1,0.0000,5305.9,265.000,187.000,3,1.0000
5170,0.016000,203.202,1.0000,1.0000,203.202,4864.0,6,6,0,1,44.5120,1,0.0000,5305.9,265.000,187.000,3,1.0000
5171,0.016000,203.203,1.0000,1.0000,203.203,4864.1,6,6,0,1,44.5280,1,0.0000,5305.9,265.000,187.000,3,1.0000
5172,0.016000,203.204,1.0000,1.0000,203.204,4864.1,6,6,0,1,44.5440,1,0.0000,5305.9,265.000,187.000,3,1.0000
5173,0.016000,203.204,1.0000,1.0000,203.204,4864.1,6,6,0,1,44.5600,1,0.0000,5305.9,265.000,187.000,3,1.0000
5174,0.016000,203.205,1.0000,1.0000,203.205,4864.1,6,6,0,1,44.5760,1,0.0000,5306.0,265.000,187.000,3,1.0000
5175,0.016000,203.206,1.0000,1.0000,203.206,4864.1,6,6,0,1,44.5920,1,0.0000,5306.0,265.000,187.000,3,1.0000
5176,0.016000,203.207,1.0000,1.0000,203.207,4864.1,6,6,0,1,44.6080,1,0.0000,5306.0,265.000,187.000,3,1.0000
5177,0.016000,203.208,1.0000,1.0000,203.208,4864.2,6,6,0,1,44.6240,1,0.0000,5306.0,265.000,187.000,3,1.0000
5178,0.016000,203.209,1.0000,1.0000,203.209,4864.2,6,6,0,1,44.6400,1,0.0000,5306.1,265.000,187.000,3,1.0000
5179,0.016000,203.210,1.0000,1.0000,203.210,4864.2,6,6,0,1,44.6560,1,0.0000,5306.1,265.000,187.000,3,1.0000
5180,0.016000,203.210,1.0000,1.0000,203.210,4864.2,6,6,0,1,44.6720,1,0.0000,5306.1,265.000,187.000,3,1.0000
5181,0.016000,203.211,1.0000,1.0000,203.211,4864.2,6,6,0,1,44.6880,1,0.0000,5306.1,265.000,187.000,3,1.0000
5182,0.016000,203.212,1.0000,1.0000,203.212,4864.2,6,6,0,1,44.7040,1,0.0000,5306.1,265.000,187.000,3,1.0000
5183,0.016000,203.213,1.0000,1.0000,203.213,4864.3,6,6,0,1,44.7200,1,0.0000,5306.2,265.000,187.000,3,1.0000
5184,0.016000,203.214,1.0000,1.0000,203.214,4864.3,6,6,0,1,44.7360,1,0.0000,5306.2,265.000,187.000,3,1.0000
5185,0.016000,203.215,1.0000,1.0000,203.215,4864.3,6,6,0,1,44.7520,1,0.0000,5306.2,265.000,187.000,3,1.0000
5186,0.016000,203.215,1.0000,1.0000,203.215,4864.3,6,6,0,1,44.7680,1,0.0000,5306.2,265.000,187.000,3,1.0000
5187,0.016000,203.216,1.0000,1.0000,203.216,4864.3,6,6,0,1,44.7840,1,0.0000,5306.3,265.000,187.000,3,1.0000
5188,0.016000,203.217,1.0000,1.0000,203.217,4864.3,6,6,0,1,44.8000,1,0.0000,5306.3,265.000,187.000,3,1.0000
5189,0.016000,203.218,1.0000,1.0000,203.218,4864.4,6,6,0,1,44.8160,1,0.0000,5306.3,265.000,187.000,3,1.0000
5190,0.016000,203.219,1.0000,1.0000,203.219,4864.4,6,6,0,1,44.8320,1,0.0000,5306.3,265.000,187.000,3,1.0000
5191,0.016000,203.220,1.0000,1.0000,203.220,4864.4,6,6,0,1,44.8480,1,0.0000,5306.3,265.000,187.000,3,1.0000
5192,0.016000,203.221,1.0000,1.0000,203.221,4864.4,6,6,0,1,44.8640,1,0.0000,5306.4,265.000,187.000,3,1.0000
5193,0.016000,203.221,1.0000,1.0000,203.221,4864.4,6,6,0,1,44.8800,1,0.0000,5306.4,265.000,187.000,3,1.0000
5194,0.016000,203.222,1.0000,1.0000,203.222,4864.4,6,6,0,1,44.8960,1,0.0000,5306.4,265.000,187.000,3,1.0000
5195,0.016000,203.223,1.0000,1.0000,203.223,4864.5,6,6,0,1,44.9120,1,0.0000,5306.4,265.000,187.000,3,1.0000
5196,0.016000,203.224,1.0000,1.0000,203.224,4864.5,6,6,0,1,44.9280,1,0.0000,5306.5,265.000,187.000,3,1.0000
5197,0.016000,203.225,1.0000,1.0000,203.225,4864.5,6,6,0,1,44.9440,1,0.0000,5306.5,265.000,187.000,3,1.0000
5198,0.016000,203.225,1.0000,1.0000,203.225,4864.5,6,6,0,1,44.9600,1,0.0000,5306.5,265.000,187.000,3,1.0000
5199,0.016000,203.226,1.0000,1.0000,203.226,4864.5,6,6,0,1,44.9760,1,0.0000,5306.5,265.000,187.000,3,1.0000
5200,0.016000,203.227,1.0000,1.0000,203.227,4864.5,6,6,0,1,44.9920,1,0.0000,5306.5,265.000,187.000,3,1.0000
5201,0.016000,203.228,1.0000,1.0000,203.228,4864.6,6,6,0,1,45.0080,1,0.0000,5306.6,265.000,187.000,3,1.0000
5202,0.016000,203.229,1.0000,1.0000,203.229,4864.6,6,6,0,1,45.0240,1,0.0000,5306.6,265.000,187.000,3,1.0000
5203,0.016000,203.230,1.0000,1.0000,203.230,4864.6,6,6,0,1,45.0400,1,0.0000,5306.6,265.000,187.000,3,1.0000
5204,0.016000,203.230,1.0000,1.0000,203.230,4864.6,6,6,0,1,45.0560,1,0.0000,5306.6,265.000,187.000,3,1.0000
5205,0.016000,203.231,1.0000,1.0000,203.231,4864.6,6,6,0,1,45.0720,1,0.0000,5306.6,265.000,187.000,3,1.0000
5206,0.016000,203.232,1.0000,1.0000,203.232,4864.6,6,6,0,1,45.0880,1,0.0000,5306.7,265.000,187.000,3,1.0000
5207,0.016000,203.233,1.0000,1.0000,203.233,4864.7,6,6,0,1,45.1040,1,0.0000,5306.7,265.000,187.000,3,1.0000
5208,0.016000,203.234,1.0000,1.0000,203.234,4864.7,6,6,0,1,45.1200,1,0.0000,5306.7,265.000,187.000,3,1.0000
5209,0.016000,203.235,1.0000,1.0000,203.235,4864.7,6,6,0,1,45.1360,1,0.0000,5306.7,265.000,187.000,3,1.0000
5210,0.016000,203.235,1.0000,1.0000,203.235,4864.7,6,6,0,1,45.1520,1,0.0000,5306.8,265.000,187.000,3,1.0000
5211,0.016000,203.236,1.0000,1.0000,203.236,4864.7,6,6,0,1,45.1680,1,0.0000,5306.8,265.000,187.000,3,1.0000
5212,0.016000,203.237,1.0000,1.0000,203.237,4864.7,6,6,0,1,45.1840,1,0.0000,5306.8,265.000,187.000,3,1.0000
5213,0.016000,203.238,1.0000,1.0000,203.238,4864.8,6,6,0,1,45.2000,1,0.0000,5306.8,265.000,187.000,3,1.0000
5214,0.016000,203.239,1.0000,1.0000,203.239,4864.8,6,6,0,1,45.2160,1,0.0000,5306.8,265.000,187.000,3,1.0000
5215,0.016000,203.239,1.0000,1.0000,203.239,4864.8,6,6,0,1,45.2320,1,0.0000,5306.9,265.000,187.000,3,1.0000
5216,0.016000,203.240,1.0000,1.0000,203.240,4864.8,6,6,0,1,45.2480,1,0.0000,5306.9,265.000,187.000,3,1.0000
5217,0.016000,203.241,1.0000,1.0000,203.241,4864.8,6,6,0,1,45.2640,1,0.0000,5306.9,265.000,187.000,3,1.0000
5218,0.016000,203.242,1.0000,1.0000,203.242,4864.8,6,6,0,1,45.2800,1,0.0000,5306.9,265.000,187.000,3,1.0000
5219,0.016000,203.243,1.0000,1.0000,203.243,4864.9,6,6,0,1,45.2960,1,0.0000,5306.9,265.000,187.000,3,1.0000
5220,0.016000,203.243,1.0000,1.0000,203.243,4864.9,6,6,0,1,45.3120,1,0.0000,5307.0,265.000,187.000,3,1.0000
5221,0.016000,203.244,1.0000,1.0000,203.244,4864.9,6,6,0,1,45.3280,1,0.0000,5307.0,265.000,187.000,3,1.0000
5222,0.016000,203.245,1.0000,1.0000,203.245,4864.9,6,6,0,1,45.3440,1,0.0000,5307.0,265.000,187.000,3,1.0000
5223,0.016000,203.246,1.0000,1.0000,203.246,4864.9,6,6,0,1,45.3600,1,0.0000,5307.0,265.000,187.000,3,1.0000
5224,0.016000,203.247,1.0000,1.0000,203.247,4864.9,6,6,0,1,45.3760,1,0.0000,5307.0,265.000,187.000,3,1.0000
5225,0.016000,203.247,1.0000,1.0000,203.247,4864.9,6,6,0,1,45.3920,1,0.0000,5307.1,265.000,187.000,3,1.0000
5226,0.016000,203.248,1.0000,1.0000,203.248,4865.0,6,6,0,1,45.4080,1,0.0000,5307.1,265.000,187.000,3,1.0000
5227,0.016000,203.249,1.0000,1.0000,203.249,4865.0,6,6,0,1,45.4240,1,0.0000,5307.1,265.000,187.000,3,1.0000
5228,0.016000,203.250,1.0000,1.0000,203.250,4865.0,6,6,0,1,45.4400,1,0.0000,5307.1,265.000,187.000,3,1.0000
5229,0.016000,203.251,1.0000,1.0000,203.251,4865.0,6,6,0,1,45.4560,1,0.0000,5307.2,265.000,187.000,3,1.0000
5230,0.016000,203.251,1.0000,1.0000,203.251,4865.0,6,6,0,1,45.4720,1,0.0000,5307.2,265.000,187.000,3,1.0000
5231,0.016000,203.252,1.0000,1.0000,203.252,4865.0,6,6,0,1,45.4880,1,0.0000,5307.2,265.000,187.000,3,1.0000
5232,0.016000,203.253,1.0000,1.0000,203.253,4865.1,6,6,0,1,45.5040,1,0.0000,5307.2,265.000,187.000,3,1.0000
5233,0.016000,203.254,1.0000,1.0000,203.254,4865.1,6,6,0,1,45.5200,1,0.0000,5307.2,265.000,187.000,3,1.0000
5234,0.016000,203.255,1.0000,1.0000,203.255,4865.1,6,6,0,1,45.5360,1,0.0000,5307.3,265.000,187.000,3,1.0000
5235,0.016000,203.255,1.0000,1.0000,203.255,4865.1,6,6,0,1,45.5520,1,0.0000,5307.3,265.000,187.000,3,1.0000
5236,0.016000,203.256,1.0000,1.0000,203.256,4865.1,6,6,0,1,45.5680,1,0.0000,5307.3,265.000,187.000,3,1.0000
5237,0.016000,203.257,1.0000,1.0000,203.257,4865.1,6,6,0,1,45.5840,1,0.0000,5307.3,265.000,187.000,3,1.0000
5238,0.016000,203.258,1.0000,1.0000,203.258,4865.2,6,6,0,1,45.6000,1,0.0000,5307.3,265.000,187.000,3,1.0000
5239,0.016000,203.259,1.0000,1.0000,203.259,4865.2,6,6,0,1,45.6160,1,0.0000,5307.4,265.000,187.000,3,1.0000
5240,0.016000,203.259,1.0000,1.0000,203.259,4865.2,6,6,0,1,45.6320,1,0.0000,5307.4,265.000,187.000,3,1.0000
5241,0.016000,203.260,1.0000,1.0000,203.260,4865.2,6,6,0,1,45.6480,1,0.0000,5307.4,265.000,187.000,3,1.0000
5242,0.016000,203.261,1.0000,1.0000,203.261,4865.2,6,6,0,1,45.6640,1,0.0000,5307.4,265.000,187.000,3,1.0000
5243,0.016000,203.262,1.0000,1.0000,203.262,4865.2,6,6,0,1,45.6800,1,0.0000,5307.4,265.000,187.000,3,1.0000
5244,0.016000,203.263,1.0000,1.0000,203.263,4865.3,6,6,0,1,45.6960,1,0.0000,5307.5,265.000,187.000,3,1.0000
5245,0.016000,203.263,1.0000,1.0000,203.263,4865.3,6,6,0,1,45.7120,1,0.0000,5307.5,265.000,187.000,3,1.0000
5246,0.016000,203.264,1.0000,1.0000,203.264,4865.3,6,6,0,1,45.7280,1,0.0000,5307.5,265.000,187.000,3,1.0000
5247,0.016000,203.265,1.0000,1.0000,203.265,4865.3,6,6,0,1,45.7440,1,0.0000,5307.5,265.000,187.000,3,1.0000
5248,0.016000,203.266,1.0000,1.0000,203.266,4865.3,6,6,0,1,45.7600,1,0.0000,5307.5,265.000,187.000,3,1.0000
5249,0.016000,203.266,1.0000,1.0000,203.266,4865.3,6,6,0,1,45.7760,1,0.0000,5307.6,265.000,187.000,3,1.0000
5250,0.016000,203.267,1.0000,1.0000,203.267,4865.3,6,6,0,1,45.7920,1,0.0000,5307.6,265.000,187.000,3,1.0000
5251,0.016000,203.268,1.0000,1.0000,203.268,4865.4,6,6,0,1,45.8080,1,0.0000,5307.6,265.000,187.000,3,1.0000
5252,0.016000,203.269,1.0000,1.0000,203.269,4865.4,6,6,0,1,45.8240,1,0.0000,5307.6,265.000,187.000,3,1.0000
5253,0.016000,203.270,1.0000,1.0000,203.270,4865.4,6,6,0,1,45.8400,1,0.0000,5307.6,265.000,187.000,3,1.0000
5254,0.016000,203.270,1.0000,1.0000,203.270,4865.4,6,6,0,1,45.8560,1,0.0000,5307.7,265.000,187.000,3,1.0000
5255,0.016000,203.271,1.0000,1.0000,203.271,4865.4,6,6,0,1,45.8720,1,0.0000,5307.7,265.000,187.000,3,1.0000
5256,0.016000,203.272,1.0000,1.0000,203.272,4865.4,6,6,0,1,45.8880,1,0.0000,5307.7,265.000,187.000,3,1.0000
5257,0.016000,203.273,1.0000,1.0000,203.273,4865.5,6,6,0,1,45.9040,1,0.0000,5307.7,265.000,187.000,3,1.0000
5258,0.016000,203.273,1.0000,1.0000,203.273,4865.5,6,6,0,1,45.9200,1,0.0000,5307.7,265.000,187.000,3,1.0000
5259,0.016000,203.274,1.0000,1.0000,203.274,4865.5,6,6,0,1,45.9360,1,0.0000,5307.8,265.000,187.000,3,1.0000
5260,0.016000,203.275,1.0000,1.0000,203.275,4865.5,6,6,0,1,45.9520,1,0.0000,5307.8,265.000,187.000,3,1.0000
5261,0.016000,203.276,1.0000,1.0000,203.276,4865.5,6,6,0,1,45.9680,1,0.0000,5307.8,265.000,187.000,3,1.0000
5262,0.016000,203.277,1.0000,1.0000,203.277,4865.5,6,6,0,1,45.9840,1,0.0000,5307.8,265.000,187.000,3,1.0000
5263,0.016000,203.277,1.0000,1.0000,203.277,4865.5,6,6,0,1,46.0000,1,0.0000,5307.8,265.000,187.000,3,1.0000
5264,0.016000,203.278,1.0000,1.0000,203.278,4865.6,6,6,0,1,46.0160,1,0.0000,5307.9,265.000,187.000,3,1.0000
5265,0.016000,203.279,1.0000,1.0000,203.279,4865.6,6,6,0,1,46.0320,1,0.0000,5307.9,265.000,187.000,3,1.0000
5266,0.016000,203.280,1.0000,1.0000,203.280,4865.6,6,6,0,1,46.0480,1,0.0000,5307.9,265.000,187.000,3,1.0000
5267,0.016000,203.280,1.0000,1.0000,203.280,4865.6,6,6,0,1,46.0640,1,0.0000,5307.9,265.000,187.000,3,1.0000
5268,0.016000,203.281,1.0000,1.0000,203.281,4865.6,6,6,0,1,46.0800,1,0.0000,5307.9,265.000,187.000,3,1.0000
5269,0.016000,203.282,1.0000,1.0000,203.282,4865.6,6,6,0,1,46.0960,1,0.0000,5308.0,265.000,187.000,3,1.0000
5270,0.016000,203.283,1.0000,1.0000,203.283,4865.7,6,6,0,1,46.1120,1,0.0000,5308.0,265.000,187.000,3,1.0000
5271,0.016000,203.283,1.0000,1.0000,203.283,4865.7,6,6,0,1,46.1280,1,0.0000,5308.0,265.000,187.000,3,1.0000
5272,0.016000,203.284,1.0000,1.0000,203.284,4865.7,6,6,0,1,46.1440,1,0.0000,5308.0,265.000,187.000,3,1.0000
5273,0.016000,203.285,1.0000,1.0000,203.285,4865.7,6,6,0,1,46.1600,1,0.0000,5308.0,265.000,187.000,3,1.0000
5274,0.016000,203.286,1.0000,1.0000,203.286,4865.7,6,6,0,1,46.1760,1,0.0000,5308.1,265.000,187.000,3,1.0000
5275,0.016000,203.286,1.0000,1.0000,203.286,4865.7,6,6,0,1,46.1920,1,0.0000,5308.1,265.000,187.000,3,1.0000
5276,0.016000,203.287,1.0000,1.0000,203.287,4865.7,6,6,0,1,46.2080,1,0.0000,5308.1,265.000,187.000,3,1.0000
5277,0.016000,203.288,1.0000,1.0000,203.288,4865.8,6,6,0,1,46.2240,1,0.0000,5308.1,265.000,187.000,3,1.0000
5278,0.016000,203.289,1.0000,1.0000,203.289,4865.8,6,6,0,1,46.2400,1,0.0000,5308.1,265.000,187.000,3,1.0000
5279,0.016000,203.289,1.0000,1.0000,203.289,4865.8,6,6,0,1,46.2560,1,0.0000,5308.2,265.000,187.000,3,1.0000
5280,0.016000,203.290,1.0000,1.0000,203.290,4865.8,6,6,0,1,46.2720,1,0.0000,5308.2,265.000,187.000,3,1.0000
5281,0.016000,203.291,1.0000,1.0000,203.291,4865.8,6,6,0,1,46.2880,1,0.0000,5308.2,265.000,187.000,3,1.0000
5282,0.016000,203.292,1.0000,1.0000,203.292,4865.8,6,6,0,1,46.3040,1,0.0000,5308.2,265.000,187.000,3,1.0000
5283,0.016000,203.292,1.0000,1.0000,203.292,4865.8,6,6,0,1,46.3200,1,0.0000,5308.2,265.000,187.000,3,1.0000
5284,0.016000,203.293,1.0000,1.0000,203.293,4865.9,6,6,0,1,46.3360,1,0.0000,5308.3,265.000,187.000,3,1.0000
5285,0.016000,203.294,1.0000,1.0000,203.294,4865.9,6,6,0,1,46.3520,1,0.0000,5308.3,265.000,187.000,3,1.0000
5286,0.016000,203.295,1.0000,1.0000,203.295,4865.9,6,6,0,1,46.3680,1,0.0000,5308.3,265.000,187.000,3,1.0000
5287,0.016000,203.295,1.0000,1.0000,203.295,4865.9,6,6,0,1,46.3840,1,0.0000,5308.3,265.000,187.000,3,1.0000
5288,0.016000,203.296,1.0000,1.0000,203.296,4865.9,6,6,0,1,46.4000,1,0.0000,5308.3,265.000,187.000,3,1.0000
5289,0.016000,203.297,1.0000,1.0000,203.297,4865.9,6,6,0,1,46.4160,1,0.0000,5308.4,265.000,187.000,3,1.0000
5290,0.016000,203.298,1.0000,1.0000,203.298,4866.0,6,6,0,1,46.4320,1,0.0000,5308.4,265.000,187.000,3,1.0000
5291,0.016000,203.298,1.0000,1.0000,203.298,4866.0,6,6,0,1,46.4480,1,0.0000,5308.4,265.000,187.000,3,1.0000
5292,0.016000,203.299,1.0000,1.0000,203.299,4866.0,6,6,0,1,46.4640,1,0.0000,5308.4,265.000,187.000,3,1.0000
5293,0.016000,203.300,1.0000,1.0000,203.300,4866.0,6,6,0,1,46.4800,1,0.0000,5308.4,265.000,187.000,3,1.0000
5294,0.016000,203.301,1.0000,1.0000,203.301,4866.0,6,6,0,1,46.4960,1,0.0000,5308.5,265.000,187.000,3,1.0000
5295,0.016000,203.301,1.0000,1.0000,203.301,4866.0,6,6,0,1,46.5120,1,0.0000,5308.5,265.000,187.000,3,1.0000
5296,0.016000,203.302,1.0000,1.0000,203.302,4866.0,6,6,0,1,46.5280,1,0.0000,5308.5,265.000,187.000,3,1.0000
5297,0.016000,203.303,1.0000,1.0000,203.303,4866.1,6,6,0,1,46.5440,1,0.0000,5308.5,265.000,187.000,3,1.0000
5298,0.016000,203.304,1.0000,1.0000,203.304,4866.1,6,6,0,1,46.5600,1,0.0000,5308.5,265.000,187.000,3,1.0000
5299,0.016000,203.304,1.0000,1.0000,203.304,4866.1,6,6,0,1,46.5760,1,0.0000,5308.6,265.000,187.000,3,1.0000
5300,0.016000,203.305,1.0000,1.0000,203.305,4866.1,6,6,0,1,46.5920,1,0.0000,5308.6,265.000,187.000,3,1.0000
5301,0.016000,203.306,1.0000,1.0000,203.306,4866.1,6,6,0,1,46.6080,1,0.0000,5308.6,265.000,187.000,3,1.0000
5302,0.016000,203.306,1.0000,1.0000,203.306,4866.1,6,6,0,1,46.6240,1,0.0000,5308.6,265.000,187.000,3,1.0000
5303,0.016000,203.307,1.0000,1.0000,203.307,4866.1,6,6,0,1,46.6400,1,0.0000,5308.6,265.000,187.000,3,1.0000
5304,0.016000,203.308,1.0000,1.0000,203.308,4866.2,6,6,0,1,46.6560,1,0.0000,5308.6,265.000,187.000,3,1.0000
5305,0.016000,203.309,1.0000,1.0000,203.309,4866.2,6,6,0,1,46.6720,1,0.0000,5308.7,265.000,187.000,3,1.0000
5306,0.016000,203.309,1.0000,1.0000,203.309,4866.2,6,6,0,1,46.6880,1,0.0000,5308.7,265.000,187.000,3,1.0000
5307,0.016000,203.310,1.0000,1.0000,203.310,4866.2,6,6,0,1,46.7040,1,0.0000,5308.7,265.000,187.000,3,1.0000
5308,0.016000,203.311,1.0000,1.0000,203.311,4866.2,6,6,0,1,46.7200,1,0.0000,5308.7,265.000,187.000,3,1.0000
5309,0.016000,203.312,1.0000,1.0000,203.312,4866.2,6,6,0,1,46.7360,1,0.0000,5308.7,265.000,187.000,3,1.0000
5310,0.016000,203.312,1.0000,1.0000,203.312,4866.2,6,6,0,1,46.7520,1,0.0000,5308.8,265.000,187.000,3,1.0000
5311,0.016000,203.313,1.0000,1.0000,203.313,4866.3,6,6,0,1,46.7680,1,0.0000,5308.8,265.000,187.000,3,1.0000
5312,0.016000,203.314,1.0000,1.0000,203.314,4866.3,6,6,0,1,46.7840,1,0.0000,5308.8,265.000,187.000,3,1.0000
5313,0.016000,203.314,1.0000,1.0000,203.314,4866.3,6,6,0,1,46.8000,1,0.0000,5308.8,265.000,187.000,3,1.0000
5314,0.016000,203.315,1.0000,1.0000,203.315,4866.3,6,6,0,1,46.8160,1,0.0000,5308.8,265.000,187.000,3,1.0000
5315,0.016000,203.316,1.0000,1.0000,203.316,4866.3,6,6,0,1,46.8320,1,0.0000,5308.9,265.000,187.000,3,1.0000
5316,0.016000,203.317,1.0000,1.0000,203.317,4866.3,6,6,0,1,46.8480,1,0.0000,5308.9,265.000,187.000,3,1.0000
5317,0.016000,203.317,1.0000,1.0000,203.317,4866.3,6,6,0,1,46.8640,1,0.0000,5308.9,265.000,187.000,3,1.0000
5318,0.016000,203.318,1.0000,1.0000,203.318,4866.4,6,6,0,1,46.8800,1,0.0000,5308.9,265.000,187.000,3,1.0000
5319,0.016000,203.319,1.0000,1.0000,203.319,4866.4,6,6,0,1,46.8960,1,0.0000,5308.9,265.000,187.000,3,1.0000
5320,0.016000,203.319,1.0000,1.0000,203.319,4866.4,6,6,0,1,46.9120,1,0.0000,5308.9,265.000,187.000,3,1.0000
5321,0.016000,203.320,1.0000,1.0000,203.320,4866.4,6,6,0,1,46.9280,1,0.0000,5309.0,265.000,187.000,3,1.0000
5322,0.016000,203.321,1.0000,1.0000,203.321,4866.4,6,6,0,1,46.9440,1,0.0000,5309.0,265.000,187.000,3,1.0000
5323,0.016000,203.322,1.0000,1.0000,203.322,4866.4,6,6,0,1,46.9600,1,0.0000,5309.0,265.000,187.000,3,1.0000
5324,0.016000,203.322,1.0000,1.0000,203.322,4866.4,6,6,0,1,46.9760,1,0.0000,5309.0,265.000,187.000,3,1.0000
5325,0.016000,203.323,1.0000,1.0000,203.323,4866.5,6,6,0,1,46.9920,1,0.0000,5309.0,265.000,187.000,3,1.0000
5326,0.016000,203.324,1.0000,1.0000,203.324,4866.5,6,6,0,1,47.0080,1,0.0000,5309.1,265.000,187.000,3,1.0000
5327,0.016000,203.324,1.0000,1.0000,203.324,4866.5,6,6,0,1,47.0240,1,0.0000,5309.1,265.000,187.000,3,1.0000
5328,0.016000,203.325,1.0000,1.0000,203.325,4866.5,6,6,0,1,47.0400,1,0.0000,5309.1,265.000,187.000,3,1.0000
5329,0.016000,203.326,1.0000,1.0000,203.326,4866.5,6,6,0,1,47.0560,1,0.0000,5309.1,265.000,187.000,3,1.0000
